Operating System Marks,Algorithms Marks,Software Engineering Marks,Computer Networks Marks,Electronics Marks,Computer Architecture Marks,Mathematics Marks,Coding Skill Rating,Communication Skill Rating,Public Speaking Skill,Memory Capacity,Logical Reasoning Score,Reading and Writing Skill,Number of Hackathons Attended,Certifications,Number of Internships Attended,Worked As a Team,Personality,Expected Hours of Work Per Day,Willingness to Work for Long Period,Preference: Job vs. Higher Studies,Type of Company Preferred,Interested Career Area,Self-Learning Ability,Interest Type,Predicted Career Options
66,92,77,91,83,60,53,9,4,5,Excellent,5,Excellent,8,AI/ML,5,Yes,Extrovert,7,No,Job,Service-based,Developer,Yes,Management,IT Admin
93,79,43,73,67,46,69,9,4,2,Excellent,8,Poor,0,Networking,4,No,Introvert,9,Yes,Job,Service-based,Administrator,Yes,Management,CRM Specialist
91,77,61,72,72,67,65,7,1,6,Excellent,4,Medium,7,Python,0,No,Introvert,8,Yes,Job,Product-based,Developer,Yes,Technical,Network Administrator
41,86,94,73,53,53,82,7,2,8,Excellent,1,Average,5,Python,1,Yes,Introvert,8,No,Higher Studies,Product-based,Analyst,No,Technical,Software Engineer
82,43,49,41,97,48,91,1,10,5,Medium,7,Medium,4,None,5,No,Extrovert,9,Yes,Higher Studies,Service-based,Administrator,No,Management,Business Analyst
89,40,57,71,47,87,55,7,10,1,Poor,4,Poor,9,None,5,No,Introvert,7,No,Higher Studies,Product-based,Research,Yes,Management,IT Admin
60,54,75,82,93,49,79,6,10,1,Poor,7,Poor,10,Java,4,Yes,Extrovert,5,No,Job,Service-based,Developer,No,Management,UX Designer
62,51,57,83,98,52,66,8,5,2,Medium,10,Average,10,Data Science,2,No,Introvert,4,Yes,Higher Studies,Service-based,Developer,Yes,Management,Technical Developer
50,93,83,47,54,94,93,8,4,7,Medium,9,Average,1,Java,3,Yes,Extrovert,6,No,Higher Studies,Service-based,UX Designer,No,Technical,System Developer
48,73,51,98,99,41,98,4,7,8,Excellent,8,Poor,7,None,3,No,Extrovert,8,Yes,Job,Product-based,Administrator,No,Management,IT Admin
78,75,94,74,97,93,83,8,6,4,Excellent,7,Excellent,2,Data Science,1,Yes,Extrovert,12,Yes,Job,Service-based,UX Designer,Yes,Technical,Technical Developer
57,95,52,89,67,93,55,1,9,7,Medium,3,Excellent,9,AI/ML,1,Yes,Extrovert,12,No,Higher Studies,Service-based,Research,No,Management,Technical Developer
58,44,82,66,47,62,75,5,6,4,Poor,3,Average,4,Networking,5,Yes,Extrovert,5,Yes,Higher Studies,Service-based,Administrator,No,Technical,Technical Developer
95,64,67,76,61,54,76,5,10,8,Excellent,2,Average,1,Java,2,No,Introvert,5,No,Job,Service-based,Research,No,Technical,Technical Developer
46,50,60,60,48,73,71,7,2,4,Excellent,6,Medium,6,Java,1,No,Introvert,11,No,Higher Studies,Service-based,Administrator,No,Management,Network Administrator
88,91,60,89,83,49,47,1,3,4,Poor,6,Poor,4,None,1,Yes,Introvert,10,Yes,Job,Service-based,Developer,No,Management,CRM Specialist
64,82,49,56,50,51,46,5,1,5,Excellent,9,Poor,4,Data Science,3,Yes,Extrovert,6,No,Higher Studies,Service-based,Administrator,No,Technical,IT Admin
86,82,73,76,57,51,96,5,7,8,Medium,1,Excellent,0,Data Science,1,Yes,Introvert,6,Yes,Higher Studies,Service-based,Administrator,No,Management,IT Admin
91,66,78,53,78,64,71,5,1,4,Excellent,3,Medium,8,Data Science,4,No,Extrovert,10,No,Higher Studies,Service-based,UX Designer,Yes,Technical,Software Engineer
41,94,83,48,69,76,87,7,6,4,Medium,1,Medium,9,Data Science,4,Yes,Introvert,9,No,Job,Service-based,Analyst,Yes,Technical,Technical Developer
55,72,66,98,42,100,81,1,2,1,Poor,10,Average,7,None,5,No,Introvert,10,Yes,Job,Product-based,Administrator,Yes,Management,Network Administrator
78,93,98,74,85,50,98,10,10,2,Poor,2,Average,1,Networking,2,Yes,Extrovert,10,No,Job,Product-based,UX Designer,No,Technical,Technical Developer
46,49,52,55,57,51,49,6,3,8,Medium,1,Poor,9,Java,3,No,Extrovert,8,No,Higher Studies,Service-based,Developer,No,Technical,Software Engineer
44,87,74,58,90,43,42,9,2,9,Medium,2,Excellent,3,AI/ML,0,No,Introvert,7,Yes,Job,Service-based,Research,Yes,Management,Business Analyst
40,41,88,56,65,94,78,3,5,4,Excellent,5,Medium,3,Python,1,No,Extrovert,8,No,Higher Studies,Service-based,Research,Yes,Management,Technical Developer
81,67,69,72,78,77,48,7,8,3,Medium,7,Poor,3,AI/ML,0,Yes,Extrovert,12,Yes,Job,Service-based,Administrator,No,Management,IT Admin
83,66,47,57,89,56,60,2,4,2,Excellent,8,Poor,5,Data Science,5,No,Introvert,8,No,Job,Service-based,Analyst,Yes,Management,UX Designer
62,47,54,81,69,69,55,1,10,1,Poor,7,Excellent,3,None,4,No,Introvert,4,No,Higher Studies,Product-based,Research,Yes,Management,UX Designer
66,82,80,43,65,77,73,4,9,9,Poor,8,Medium,1,Python,5,No,Extrovert,6,No,Higher Studies,Product-based,Analyst,Yes,Technical,Business Analyst
50,70,74,69,61,87,57,2,7,10,Poor,1,Excellent,8,None,0,Yes,Introvert,7,Yes,Higher Studies,Service-based,Analyst,No,Technical,CRM Specialist
72,55,84,88,87,99,65,8,6,8,Medium,7,Medium,4,Networking,1,Yes,Introvert,7,No,Higher Studies,Product-based,UX Designer,No,Technical,Software Engineer
95,77,62,54,73,63,67,10,8,10,Poor,6,Poor,3,Networking,2,No,Introvert,4,No,Higher Studies,Product-based,Analyst,Yes,Management,Software Engineer
96,96,85,72,95,48,61,8,6,1,Excellent,3,Average,3,Data Science,0,Yes,Introvert,8,No,Job,Product-based,Analyst,No,Management,Software Engineer
72,92,72,73,94,85,43,4,2,9,Poor,6,Average,4,Data Science,0,No,Extrovert,5,Yes,Higher Studies,Product-based,Developer,No,Technical,Software Engineer
68,84,54,71,88,92,65,7,4,10,Poor,7,Excellent,3,Data Science,0,No,Introvert,7,No,Higher Studies,Product-based,Administrator,No,Management,Technical Developer
60,43,76,52,55,54,96,5,9,10,Poor,7,Average,3,None,3,Yes,Extrovert,5,Yes,Higher Studies,Service-based,UX Designer,No,Technical,Network Administrator
70,45,69,98,41,95,88,9,8,2,Poor,7,Excellent,3,Python,4,No,Extrovert,11,No,Higher Studies,Service-based,Analyst,No,Technical,UX Designer
95,41,87,66,63,81,44,4,1,2,Poor,1,Medium,8,AI/ML,1,No,Introvert,4,No,Job,Product-based,Developer,Yes,Management,IT Admin
99,44,43,84,92,65,96,1,1,10,Poor,5,Medium,7,Data Science,5,No,Introvert,11,No,Job,Service-based,UX Designer,Yes,Technical,IT Admin
71,91,77,86,42,72,91,9,2,4,Poor,1,Average,9,Python,2,No,Extrovert,12,Yes,Higher Studies,Service-based,Administrator,No,Technical,IT Admin
75,67,86,91,76,87,40,4,10,6,Poor,1,Excellent,9,AI/ML,1,No,Introvert,10,No,Job,Product-based,UX Designer,Yes,Technical,CRM Specialist
45,87,87,81,98,74,62,1,7,6,Excellent,9,Average,3,Python,3,No,Extrovert,10,No,Job,Service-based,Administrator,No,Technical,Network Administrator
80,61,76,64,76,67,80,5,10,7,Excellent,6,Poor,10,None,4,No,Extrovert,6,Yes,Higher Studies,Product-based,Administrator,Yes,Management,CRM Specialist
90,40,41,70,44,55,60,10,2,1,Poor,6,Poor,8,Python,2,No,Extrovert,9,No,Higher Studies,Product-based,Developer,Yes,Technical,Business Analyst
64,54,41,85,97,63,46,4,2,7,Medium,3,Average,1,AI/ML,5,No,Introvert,11,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,System Developer
66,88,91,48,52,75,45,7,8,3,Excellent,4,Excellent,7,Python,3,Yes,Introvert,6,Yes,Higher Studies,Product-based,Developer,Yes,Management,Technical Developer
71,67,94,93,83,71,99,7,3,2,Medium,5,Medium,6,Data Science,4,Yes,Extrovert,6,Yes,Job,Product-based,UX Designer,No,Management,Software Engineer
61,61,61,96,52,47,79,6,3,3,Poor,1,Medium,10,Networking,3,No,Introvert,10,No,Higher Studies,Product-based,UX Designer,Yes,Technical,System Developer
84,68,40,61,51,43,59,10,7,10,Excellent,5,Poor,10,Networking,5,Yes,Introvert,7,Yes,Higher Studies,Service-based,Administrator,No,Management,UX Designer
80,75,53,55,54,93,71,10,1,5,Medium,3,Excellent,6,Python,3,Yes,Extrovert,5,No,Higher Studies,Product-based,Administrator,No,Technical,IT Admin
75,81,61,67,91,82,95,5,9,6,Excellent,9,Excellent,8,Python,3,No,Extrovert,5,No,Higher Studies,Product-based,Developer,No,Technical,UX Designer
74,98,100,60,91,43,49,2,8,5,Medium,2,Medium,1,Python,1,No,Extrovert,9,Yes,Job,Product-based,Analyst,No,Management,Software Engineer
55,65,59,66,46,49,78,3,2,6,Medium,4,Excellent,6,Java,3,Yes,Extrovert,4,No,Job,Service-based,Research,Yes,Technical,IT Admin
89,98,41,85,99,49,80,4,7,1,Excellent,1,Medium,3,Java,5,No,Extrovert,7,No,Job,Product-based,Administrator,Yes,Management,UX Designer
83,91,78,93,69,89,41,3,3,7,Poor,10,Poor,9,Python,3,Yes,Extrovert,10,No,Job,Product-based,Research,Yes,Technical,Software Engineer
89,44,69,93,56,58,47,2,1,6,Poor,10,Medium,2,Java,0,Yes,Introvert,7,Yes,Higher Studies,Service-based,UX Designer,Yes,Technical,Technical Developer
81,47,62,100,46,71,76,3,4,2,Medium,1,Average,7,Networking,0,No,Introvert,10,No,Job,Product-based,Administrator,Yes,Technical,Network Administrator
61,41,100,65,91,90,42,4,6,6,Poor,8,Average,9,Python,2,Yes,Extrovert,12,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,Network Administrator
98,97,99,69,99,60,59,8,5,3,Poor,7,Average,4,Python,2,No,Extrovert,12,No,Higher Studies,Product-based,UX Designer,No,Technical,Technical Developer
41,85,79,62,46,94,52,5,3,10,Medium,1,Medium,0,Networking,0,Yes,Extrovert,6,No,Higher Studies,Product-based,Research,No,Technical,Network Administrator
94,44,41,95,58,48,85,8,8,7,Poor,7,Average,2,None,0,No,Introvert,11,Yes,Job,Product-based,Administrator,Yes,Technical,Business Analyst
40,60,86,87,52,57,66,10,3,1,Excellent,6,Excellent,6,Data Science,5,No,Introvert,8,Yes,Higher Studies,Service-based,Research,Yes,Technical,IT Admin
73,81,87,91,88,67,65,2,1,10,Excellent,7,Poor,2,Networking,2,No,Introvert,10,Yes,Job,Service-based,UX Designer,Yes,Technical,CRM Specialist
97,66,55,46,69,74,89,6,7,6,Medium,5,Medium,1,Python,4,Yes,Extrovert,6,No,Higher Studies,Product-based,Research,Yes,Technical,System Developer
59,47,89,92,68,67,61,5,7,6,Poor,1,Average,1,AI/ML,2,No,Introvert,11,No,Job,Service-based,Developer,No,Management,System Developer
57,73,98,40,52,44,52,4,2,10,Poor,4,Excellent,5,Python,2,Yes,Extrovert,6,No,Higher Studies,Service-based,UX Designer,Yes,Management,CRM Specialist
40,56,73,94,89,91,47,2,10,5,Medium,2,Medium,0,Python,4,Yes,Extrovert,5,No,Job,Service-based,UX Designer,Yes,Management,Technical Developer
92,47,49,79,44,46,71,9,3,9,Excellent,5,Medium,1,Python,0,No,Extrovert,5,Yes,Higher Studies,Product-based,Research,No,Management,Software Engineer
56,89,76,93,40,43,48,1,3,10,Medium,10,Excellent,1,Java,5,Yes,Introvert,8,Yes,Higher Studies,Product-based,Administrator,No,Technical,System Developer
43,80,71,58,70,70,98,1,1,2,Poor,1,Average,1,Python,1,No,Extrovert,10,Yes,Job,Service-based,UX Designer,Yes,Management,Business Analyst
43,72,91,85,50,67,49,4,1,3,Excellent,1,Excellent,9,Python,0,Yes,Introvert,6,No,Job,Product-based,UX Designer,Yes,Technical,Technical Developer
41,85,68,69,43,47,79,2,9,10,Excellent,10,Excellent,6,Python,3,Yes,Introvert,10,No,Higher Studies,Product-based,Analyst,Yes,Technical,Business Analyst
51,71,61,72,49,48,71,10,10,4,Poor,2,Excellent,5,Java,3,Yes,Introvert,6,No,Higher Studies,Service-based,Analyst,Yes,Technical,Software Engineer
44,74,43,97,97,76,74,7,4,5,Poor,4,Average,5,Python,1,No,Introvert,12,Yes,Higher Studies,Service-based,Research,No,Technical,Software Engineer
73,64,43,65,93,80,84,5,6,9,Medium,4,Average,6,Networking,3,Yes,Introvert,8,Yes,Job,Product-based,Research,No,Management,IT Admin
80,47,100,95,42,71,70,1,7,3,Poor,5,Average,2,Networking,4,No,Extrovert,5,Yes,Higher Studies,Service-based,Analyst,No,Management,Network Administrator
88,52,52,68,72,64,96,5,2,6,Poor,9,Medium,3,AI/ML,2,No,Introvert,9,No,Job,Service-based,Research,Yes,Technical,Network Administrator
42,71,50,45,92,45,93,1,6,7,Excellent,2,Excellent,4,Data Science,1,No,Introvert,12,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,Network Administrator
47,63,46,44,58,96,75,1,7,8,Excellent,1,Average,4,AI/ML,2,No,Extrovert,11,Yes,Higher Studies,Service-based,Research,Yes,Management,Business Analyst
73,98,78,89,51,66,42,1,6,8,Excellent,5,Medium,4,Data Science,3,Yes,Introvert,6,Yes,Job,Product-based,Developer,No,Technical,CRM Specialist
46,43,68,57,98,77,83,3,1,7,Excellent,7,Average,3,AI/ML,5,No,Introvert,7,Yes,Higher Studies,Product-based,Developer,Yes,Technical,System Developer
75,51,83,49,94,46,42,7,8,7,Medium,3,Poor,8,AI/ML,4,No,Introvert,7,Yes,Job,Service-based,Analyst,Yes,Management,UX Designer
90,41,53,44,44,48,98,9,10,7,Poor,5,Average,5,None,4,Yes,Introvert,6,Yes,Job,Product-based,Research,Yes,Management,Technical Developer
76,79,93,42,90,43,62,9,6,1,Poor,4,Excellent,4,AI/ML,2,No,Extrovert,5,Yes,Job,Service-based,Research,No,Management,IT Admin
80,70,66,81,49,73,77,5,8,9,Excellent,4,Medium,10,Data Science,5,No,Extrovert,10,No,Job,Product-based,Developer,Yes,Management,CRM Specialist
53,41,73,73,86,82,75,9,1,1,Medium,10,Medium,9,Python,3,Yes,Introvert,12,No,Job,Product-based,UX Designer,No,Technical,UX Designer
96,52,55,60,52,80,69,2,3,10,Excellent,5,Average,9,Python,0,Yes,Extrovert,6,No,Higher Studies,Service-based,Administrator,No,Management,CRM Specialist
77,43,94,48,91,75,77,10,7,3,Excellent,10,Poor,1,AI/ML,3,No,Extrovert,8,Yes,Job,Service-based,Administrator,Yes,Technical,CRM Specialist
84,87,54,48,85,92,96,3,8,2,Poor,1,Excellent,9,AI/ML,4,Yes,Introvert,8,No,Job,Service-based,UX Designer,No,Management,IT Admin
83,91,87,97,82,84,73,7,9,2,Medium,4,Average,2,None,0,Yes,Introvert,11,Yes,Higher Studies,Service-based,Administrator,Yes,Management,Software Engineer
63,50,73,46,51,64,91,4,5,5,Medium,4,Poor,3,Python,4,No,Extrovert,11,No,Higher Studies,Service-based,Analyst,Yes,Management,UX Designer
43,93,40,71,86,85,79,8,8,7,Medium,1,Average,2,Networking,4,Yes,Extrovert,7,No,Higher Studies,Service-based,Research,Yes,Management,CRM Specialist
74,94,40,62,95,58,70,2,4,10,Poor,7,Medium,10,AI/ML,1,Yes,Introvert,11,No,Job,Product-based,UX Designer,Yes,Technical,UX Designer
100,97,96,47,90,80,70,3,5,6,Medium,7,Poor,2,Networking,1,Yes,Introvert,5,No,Higher Studies,Service-based,Research,No,Technical,Software Engineer
67,80,65,79,59,97,56,3,9,5,Poor,4,Average,1,Python,4,No,Introvert,7,Yes,Job,Product-based,UX Designer,No,Management,UX Designer
67,58,44,51,55,100,82,10,1,8,Medium,3,Excellent,9,Python,3,No,Extrovert,8,Yes,Higher Studies,Service-based,Administrator,No,Technical,Software Engineer
82,92,79,96,76,65,49,5,3,10,Poor,1,Poor,7,None,3,Yes,Extrovert,5,No,Job,Product-based,Administrator,Yes,Technical,Network Administrator
63,53,56,90,76,50,67,8,3,10,Excellent,3,Poor,0,AI/ML,5,No,Extrovert,11,No,Higher Studies,Product-based,Administrator,No,Management,Network Administrator
59,50,92,56,40,100,97,5,3,9,Excellent,3,Medium,7,AI/ML,2,No,Introvert,10,No,Higher Studies,Product-based,Research,Yes,Technical,Software Engineer
46,87,64,78,94,99,92,9,2,7,Excellent,3,Poor,5,Data Science,3,No,Introvert,8,Yes,Job,Service-based,Analyst,Yes,Technical,Software Engineer
79,99,67,47,90,44,84,1,6,10,Poor,9,Excellent,0,Python,2,No,Extrovert,7,No,Higher Studies,Service-based,UX Designer,Yes,Technical,System Developer
78,51,69,59,40,88,40,4,3,7,Excellent,1,Poor,1,Python,2,Yes,Introvert,6,Yes,Higher Studies,Service-based,Analyst,Yes,Management,Software Engineer
100,85,52,87,84,86,72,2,3,3,Medium,5,Average,7,AI/ML,1,No,Introvert,10,No,Job,Service-based,Analyst,Yes,Technical,CRM Specialist
62,72,60,95,57,61,96,7,7,3,Poor,10,Medium,6,None,4,No,Introvert,11,Yes,Job,Service-based,UX Designer,Yes,Technical,Technical Developer
91,48,97,73,96,69,58,3,5,10,Medium,2,Medium,8,Python,5,No,Introvert,12,Yes,Job,Service-based,Administrator,Yes,Management,Business Analyst
73,94,50,92,80,48,87,8,7,6,Excellent,4,Medium,4,None,3,No,Introvert,9,Yes,Job,Product-based,Research,Yes,Management,UX Designer
43,70,46,64,60,100,43,3,7,2,Medium,5,Average,0,Python,4,Yes,Extrovert,8,Yes,Job,Product-based,Analyst,No,Technical,Business Analyst
88,95,72,63,47,70,44,3,8,7,Medium,6,Average,2,AI/ML,3,No,Introvert,10,Yes,Job,Product-based,Research,Yes,Management,System Developer
44,81,63,57,68,46,64,8,3,4,Poor,4,Average,9,Java,3,No,Extrovert,9,No,Higher Studies,Product-based,Administrator,No,Management,Technical Developer
82,76,73,45,71,62,41,5,2,3,Poor,1,Excellent,7,AI/ML,0,No,Extrovert,11,Yes,Higher Studies,Product-based,Administrator,No,Technical,Technical Developer
98,60,100,94,68,89,78,4,10,6,Excellent,2,Medium,8,AI/ML,2,No,Extrovert,11,No,Higher Studies,Service-based,Analyst,No,Technical,IT Admin
59,54,87,64,76,77,52,8,8,9,Excellent,9,Excellent,3,None,0,Yes,Extrovert,4,No,Higher Studies,Product-based,Administrator,No,Management,Business Analyst
85,67,73,99,94,85,99,4,9,1,Excellent,3,Excellent,7,AI/ML,1,No,Extrovert,11,Yes,Job,Product-based,Administrator,Yes,Technical,IT Admin
67,85,89,80,64,64,95,4,3,9,Poor,5,Excellent,0,Data Science,2,No,Extrovert,6,Yes,Job,Product-based,UX Designer,Yes,Management,Technical Developer
69,62,64,55,100,78,85,8,5,1,Excellent,6,Average,8,Networking,5,No,Extrovert,10,Yes,Job,Service-based,Developer,No,Management,Network Administrator
45,58,59,56,98,64,99,9,1,6,Excellent,9,Medium,4,Data Science,2,No,Extrovert,7,Yes,Higher Studies,Service-based,Analyst,Yes,Management,System Developer
96,88,75,86,61,66,90,8,5,10,Medium,2,Average,0,AI/ML,0,No,Extrovert,11,No,Job,Product-based,Administrator,Yes,Technical,UX Designer
52,75,83,97,84,40,61,5,9,5,Excellent,7,Excellent,7,AI/ML,2,Yes,Extrovert,4,Yes,Job,Product-based,Developer,No,Technical,Software Engineer
95,77,67,94,45,56,79,3,6,6,Excellent,9,Medium,3,Data Science,5,Yes,Introvert,6,No,Higher Studies,Service-based,Administrator,No,Technical,CRM Specialist
51,65,72,50,60,55,70,1,1,7,Excellent,3,Excellent,0,AI/ML,4,Yes,Extrovert,11,No,Higher Studies,Product-based,Developer,No,Management,Technical Developer
73,84,96,56,69,54,70,1,5,4,Poor,9,Average,10,Data Science,4,No,Introvert,10,No,Job,Service-based,UX Designer,Yes,Management,Business Analyst
47,50,86,62,73,97,45,9,8,2,Excellent,4,Poor,5,Java,5,Yes,Extrovert,4,Yes,Job,Service-based,Administrator,Yes,Management,Network Administrator
71,93,60,84,78,72,80,1,3,8,Poor,6,Medium,10,Python,3,Yes,Extrovert,8,No,Job,Service-based,UX Designer,No,Technical,UX Designer
78,78,97,60,45,47,72,9,10,4,Medium,5,Average,8,None,4,Yes,Introvert,10,No,Job,Product-based,Analyst,No,Technical,IT Admin
98,82,92,67,95,73,71,2,7,2,Medium,1,Medium,8,Data Science,2,No,Introvert,11,No,Higher Studies,Service-based,Developer,Yes,Technical,System Developer
88,92,48,72,54,53,51,4,10,8,Poor,2,Poor,3,AI/ML,0,No,Introvert,6,Yes,Higher Studies,Product-based,Research,No,Management,Network Administrator
65,50,88,76,52,77,81,9,2,9,Excellent,8,Poor,1,Java,3,Yes,Extrovert,11,No,Job,Product-based,Research,No,Management,Software Engineer
42,49,83,79,49,97,96,7,1,7,Excellent,6,Excellent,10,Python,1,No,Extrovert,9,No,Higher Studies,Product-based,Research,No,Technical,IT Admin
42,83,85,60,94,44,77,4,9,8,Excellent,5,Medium,0,None,3,Yes,Introvert,8,No,Job,Service-based,Analyst,No,Management,CRM Specialist
68,42,96,44,84,85,95,8,1,4,Excellent,2,Medium,6,Java,4,Yes,Extrovert,10,Yes,Job,Product-based,Administrator,No,Management,Network Administrator
44,90,84,65,52,96,44,3,6,4,Excellent,3,Average,3,AI/ML,1,Yes,Extrovert,8,Yes,Higher Studies,Service-based,Research,No,Technical,System Developer
97,43,89,79,40,56,55,10,10,1,Excellent,8,Medium,3,Python,4,No,Introvert,5,Yes,Higher Studies,Service-based,Developer,Yes,Technical,CRM Specialist
60,75,98,78,88,68,41,1,2,10,Medium,9,Poor,5,AI/ML,5,No,Extrovert,4,No,Job,Product-based,Research,No,Management,IT Admin
93,60,89,96,52,85,84,5,1,4,Medium,4,Excellent,8,None,3,No,Introvert,9,No,Higher Studies,Product-based,Administrator,No,Technical,UX Designer
80,60,98,94,84,71,96,1,4,10,Excellent,3,Medium,10,AI/ML,1,No,Introvert,8,Yes,Higher Studies,Product-based,Developer,Yes,Management,CRM Specialist
86,91,62,57,76,52,61,10,7,9,Medium,6,Poor,4,Python,5,Yes,Introvert,6,No,Job,Product-based,Administrator,No,Management,Business Analyst
51,50,78,90,48,67,76,1,8,2,Excellent,3,Poor,0,Java,2,Yes,Introvert,9,No,Job,Service-based,UX Designer,No,Management,Software Engineer
58,68,94,66,65,52,59,6,9,6,Poor,2,Excellent,1,AI/ML,1,Yes,Introvert,4,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,UX Designer
85,92,43,51,78,42,43,8,3,6,Medium,9,Poor,9,Java,4,Yes,Introvert,12,No,Higher Studies,Product-based,Administrator,Yes,Technical,UX Designer
65,69,66,47,92,64,41,5,6,4,Poor,7,Poor,2,AI/ML,5,Yes,Extrovert,6,No,Job,Service-based,Analyst,Yes,Management,Business Analyst
67,51,60,80,50,72,80,6,2,2,Excellent,6,Medium,5,Networking,3,Yes,Introvert,8,No,Job,Service-based,UX Designer,Yes,Technical,System Developer
73,85,72,54,56,43,96,3,3,3,Medium,9,Excellent,5,Java,1,Yes,Extrovert,8,Yes,Higher Studies,Product-based,Research,Yes,Technical,Technical Developer
76,55,97,71,81,79,56,5,6,7,Excellent,2,Poor,3,Data Science,2,No,Extrovert,4,Yes,Job,Service-based,Analyst,Yes,Technical,UX Designer
86,95,76,58,42,70,81,9,9,8,Poor,7,Poor,7,Java,0,Yes,Introvert,7,Yes,Higher Studies,Service-based,Developer,Yes,Technical,Software Engineer
59,59,94,78,42,80,64,10,3,4,Excellent,5,Poor,4,None,5,Yes,Introvert,7,No,Job,Product-based,Administrator,Yes,Technical,Network Administrator
41,61,44,78,54,52,90,10,2,1,Excellent,3,Excellent,8,Data Science,0,Yes,Extrovert,11,No,Higher Studies,Service-based,Analyst,Yes,Management,System Developer
81,68,80,49,55,44,43,9,5,10,Poor,10,Poor,7,Java,2,No,Extrovert,10,Yes,Higher Studies,Product-based,Developer,No,Management,Network Administrator
93,57,79,72,100,70,58,5,4,5,Medium,4,Excellent,7,None,0,No,Introvert,10,Yes,Job,Product-based,Research,No,Management,System Developer
99,71,75,97,82,41,46,8,1,10,Excellent,1,Average,0,Data Science,3,Yes,Extrovert,9,Yes,Higher Studies,Service-based,Analyst,No,Management,Technical Developer
65,90,60,56,72,67,64,6,7,7,Excellent,9,Medium,4,AI/ML,4,No,Introvert,9,Yes,Job,Service-based,UX Designer,Yes,Technical,System Developer
94,68,42,76,51,41,58,10,5,1,Medium,1,Average,0,Java,3,No,Introvert,6,Yes,Higher Studies,Service-based,Developer,No,Management,Software Engineer
60,49,91,59,73,93,62,8,10,7,Poor,1,Medium,2,Networking,0,Yes,Introvert,9,No,Job,Service-based,Administrator,Yes,Technical,UX Designer
93,67,88,99,61,55,58,1,8,5,Poor,6,Excellent,9,Networking,5,No,Introvert,9,Yes,Higher Studies,Service-based,UX Designer,No,Management,Software Engineer
65,45,75,70,66,70,82,2,1,9,Excellent,10,Poor,6,Data Science,1,Yes,Extrovert,4,No,Higher Studies,Product-based,Administrator,Yes,Management,System Developer
43,97,92,78,64,99,93,7,3,1,Excellent,8,Excellent,0,Data Science,4,No,Extrovert,6,Yes,Job,Service-based,UX Designer,Yes,Technical,UX Designer
61,91,76,49,61,66,47,5,3,2,Poor,6,Poor,9,None,1,Yes,Extrovert,6,Yes,Higher Studies,Service-based,Research,No,Management,Technical Developer
55,86,61,73,97,47,44,3,10,4,Medium,7,Medium,1,Networking,5,No,Extrovert,11,No,Higher Studies,Product-based,Research,Yes,Technical,Technical Developer
46,86,47,80,59,60,93,4,10,1,Poor,8,Average,3,Data Science,0,No,Extrovert,5,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,IT Admin
67,45,88,66,84,41,45,5,3,9,Poor,3,Excellent,4,None,1,No,Extrovert,10,No,Higher Studies,Service-based,Developer,Yes,Management,Technical Developer
41,60,99,79,78,67,78,7,8,3,Medium,1,Excellent,4,Python,2,No,Introvert,9,No,Higher Studies,Service-based,Developer,Yes,Management,Software Engineer
82,51,73,55,45,62,55,4,8,8,Poor,4,Excellent,6,Python,0,Yes,Introvert,7,No,Higher Studies,Product-based,Research,Yes,Technical,Business Analyst
76,45,84,85,40,56,73,4,4,6,Excellent,6,Poor,1,None,2,No,Introvert,8,No,Job,Product-based,Administrator,Yes,Management,Software Engineer
94,98,99,43,66,41,81,3,6,9,Medium,3,Poor,9,None,0,Yes,Extrovert,5,Yes,Higher Studies,Product-based,Research,Yes,Management,Software Engineer
65,48,65,48,88,42,80,4,1,5,Excellent,2,Excellent,7,Python,5,No,Introvert,6,No,Higher Studies,Product-based,Analyst,No,Technical,UX Designer
91,87,51,54,64,75,41,5,8,7,Medium,7,Poor,8,Python,4,Yes,Introvert,10,Yes,Job,Service-based,Research,No,Management,Technical Developer
74,46,60,87,98,46,99,8,5,7,Poor,5,Average,0,AI/ML,2,No,Extrovert,4,Yes,Higher Studies,Service-based,Research,Yes,Management,Business Analyst
60,89,51,97,65,75,52,10,1,3,Excellent,1,Poor,1,Python,0,Yes,Extrovert,12,No,Job,Service-based,UX Designer,No,Technical,System Developer
57,63,89,63,59,63,79,8,9,5,Medium,5,Excellent,5,Networking,5,Yes,Introvert,7,No,Job,Product-based,Research,Yes,Management,CRM Specialist
90,62,90,56,73,40,78,10,5,1,Medium,10,Poor,6,Python,4,No,Introvert,9,No,Higher Studies,Product-based,Administrator,Yes,Technical,IT Admin
78,83,42,53,98,60,86,9,3,9,Excellent,8,Excellent,3,AI/ML,0,No,Extrovert,8,Yes,Job,Service-based,Research,No,Technical,Technical Developer
84,49,93,48,91,91,98,2,9,3,Medium,4,Average,6,Networking,3,Yes,Extrovert,10,No,Job,Product-based,Developer,No,Technical,UX Designer
55,62,67,52,47,76,42,9,8,8,Poor,1,Excellent,8,Data Science,3,No,Extrovert,12,No,Higher Studies,Product-based,Administrator,No,Management,UX Designer
